subject,keyword,wav_index,Start,End,Label,Manually_Revised,Manually_Removed,fig_index,RICK_v2.0,RICK_v2.R
3,Forward,12,1215960,1275960,Val,FALSE,FALSE,11,TRUE,TRUE
3,Forward,13,1317320,1377320,Train,FALSE,FALSE,12,TRUE,TRUE
3,Forward,14,1424400,1484400,Train,FALSE,FALSE,13,TRUE,TRUE
3,Forward,15,1523480,1583440,Train,FALSE,FALSE,14,TRUE,TRUE
3,Forward,16,1627800,1687760,Test,FALSE,FALSE,15,TRUE,TRUE
3,Forward,17,1731480,1791480,Test,FALSE,FALSE,16,TRUE,TRUE
3,Forward,18,1842840,1902800,Train,FALSE,FALSE,17,TRUE,TRUE
3,Forward,19,1944720,2004720,Val,FALSE,FALSE,18,TRUE,TRUE
3,Forward,20,2049240,2109240,Train,FALSE,FALSE,19,TRUE,TRUE
3,Forward,21,2157280,2217280,Val,FALSE,FALSE,20,TRUE,TRUE
3,Forward,22,2263880,2323880,Train,FALSE,FALSE,21,TRUE,
3,Forward,23,2367280,2427280,Train,FALSE,FALSE,22,TRUE,
3,Forward,24,2466360,2526360,Train,FALSE,FALSE,23,TRUE,
3,Forward,25,2562200,2622160,Train,FALSE,FALSE,24,TRUE,
3,Forward,26,2665720,2725680,Train,FALSE,FALSE,25,TRUE,
3,Forward,27,2768440,2828400,Val,FALSE,FALSE,26,TRUE,TRUE
3,Forward,28,2873360,2933360,Train,FALSE,FALSE,27,TRUE,
3,Forward,29,2969480,3029440,Val,FALSE,FALSE,28,TRUE,TRUE
3,Forward,30,3062440,3122440,Val,FALSE,FALSE,29,TRUE,TRUE
3,Forward,31,3161240,3221240,Val,FALSE,FALSE,30,TRUE,TRUE
3,Forward,32,3263960,3323960,Test,FALSE,FALSE,31,TRUE,TRUE
3,Forward,33,3361560,3421520,Train,FALSE,FALSE,32,TRUE,
3,Forward,34,3460120,3520120,Train,FALSE,FALSE,33,TRUE,
3,Forward,35,3556600,3616560,Train,FALSE,FALSE,34,TRUE,
3,Forward,36,3655400,3715400,Train,FALSE,FALSE,35,TRUE,
3,Forward,37,3749880,3809840,Train,FALSE,FALSE,36,TRUE,
3,Forward,38,3845640,3905640,Train,FALSE,FALSE,37,TRUE,
3,Forward,39,3945800,4005800,Train,FALSE,FALSE,38,TRUE,
3,Forward,40,4053120,4113120,Train,FALSE,FALSE,39,TRUE,
3,Forward,41,4149440,4209440,Train,FALSE,FALSE,40,TRUE,
3,Forward,42,4249360,4309360,Train,FALSE,FALSE,41,TRUE,
3,Forward,43,4340080,4400040,Train,FALSE,FALSE,42,TRUE,
3,Forward,44,4425920,4485880,Test,FALSE,FALSE,43,TRUE,TRUE
3,Forward,45,4517560,4577520,Val,FALSE,FALSE,44,TRUE,TRUE
3,Forward,46,4612000,4672000,Train,FALSE,FALSE,45,TRUE,
3,Forward,47,4702040,4762040,Test,FALSE,FALSE,46,TRUE,TRUE
3,Forward,48,4794560,4854560,Train,FALSE,FALSE,47,TRUE,
3,Forward,49,4897120,4957080,Test,FALSE,FALSE,48,TRUE,TRUE
3,Forward,50,5000560,5060520,Test,FALSE,FALSE,49,TRUE,TRUE
3,Forward,51,5100160,5160120,Train,FALSE,FALSE,50,TRUE,
3,Forward,52,5195520,5255480,Train,FALSE,FALSE,51,,
3,Forward,53,5294520,5354520,Val,FALSE,FALSE,52,TRUE,TRUE
3,Forward,54,5389760,5449760,Test,FALSE,FALSE,53,TRUE,TRUE
3,Four,1,86000,146000,Train,FALSE,FALSE,0,TRUE,TRUE
3,Four,2,183240,243200,Train,FALSE,FALSE,1,TRUE,TRUE
3,Four,3,290240,350240,Test,FALSE,FALSE,2,TRUE,TRUE
3,Four,4,403400,463400,Train,FALSE,FALSE,3,TRUE,
3,Four,5,509480,569480,Val,FALSE,FALSE,4,TRUE,TRUE
3,Four,6,615600,675560,Train,FALSE,FALSE,5,TRUE,
3,Four,7,718000,777960,Train,FALSE,FALSE,6,,
3,Four,8,823280,883240,Test,FALSE,FALSE,7,,
3,Four,9,929240,989200,Val,FALSE,FALSE,8,,
3,Four,10,1037200,1097160,Train,FALSE,FALSE,9,,
3,Four,11,1143760,1203720,Train,FALSE,FALSE,10,TRUE,TRUE
3,Four,12,1252680,1312680,Train,FALSE,FALSE,11,TRUE,TRUE
3,Four,13,1353640,1413640,Train,FALSE,FALSE,12,TRUE,TRUE
3,Four,14,1448440,1508400,Train,FALSE,FALSE,13,TRUE,TRUE
3,Four,15,1546080,1606040,Train,FALSE,FALSE,14,TRUE,TRUE
3,Four,16,1648400,1708360,Val,FALSE,FALSE,15,TRUE,TRUE
3,Four,17,1748600,1808560,Train,FALSE,FALSE,16,TRUE,
3,Four,18,1861200,1921200,Train,FALSE,FALSE,17,TRUE,
3,Four,19,1967760,2027720,Test,FALSE,FALSE,18,TRUE,TRUE
3,Four,20,2081480,2141440,Train,FALSE,FALSE,19,TRUE,
3,Four,21,2185840,2245840,Train,FALSE,FALSE,20,TRUE,
3,Four,22,2298680,2358640,Train,FALSE,FALSE,21,TRUE,
3,Four,23,2401880,2461880,Val,FALSE,FALSE,22,TRUE,TRUE
3,Four,24,2507000,2566960,Train,FALSE,FALSE,23,TRUE,
3,Four,25,2607920,2667920,Test,FALSE,FALSE,24,TRUE,TRUE
3,Four,26,2721600,2781560,Test,FALSE,FALSE,25,TRUE,TRUE
3,Four,27,2821600,2881600,Test,FALSE,FALSE,26,TRUE,TRUE
3,Four,28,2937480,2997480,Val,FALSE,FALSE,27,TRUE,TRUE
3,Four,29,3044080,3104040,Val,FALSE,FALSE,28,TRUE,TRUE
3,Four,30,3143520,3203480,Val,FALSE,FALSE,29,TRUE,TRUE
3,Four,31,3249200,3309160,Train,FALSE,FALSE,30,TRUE,
3,Four,32,3449320,3509280,Train,FALSE,FALSE,31,TRUE,
3,Four,33,3549040,3609000,Val,FALSE,FALSE,32,TRUE,TRUE
3,Four,34,3646640,3706640,Val,FALSE,FALSE,33,TRUE,TRUE
3,Four,35,3746920,3806880,Test,FALSE,FALSE,34,TRUE,TRUE
3,Four,36,3856680,3916680,Test,FALSE,FALSE,35,TRUE,TRUE
3,Four,37,4061000,4121000,Train,FALSE,FALSE,36,TRUE,
3,Four,38,4166120,4226120,Train,FALSE,FALSE,37,TRUE,
3,Four,39,4264920,4324920,Test,FALSE,FALSE,38,TRUE,TRUE
3,Four,40,4379560,4439560,Train,FALSE,FALSE,39,TRUE,
3,Four,41,4500880,4560880,Train,FALSE,FALSE,40,TRUE,
3,Four,42,4618480,4678480,Train,FALSE,FALSE,41,TRUE,
3,Four,43,4726120,4786080,Val,FALSE,FALSE,42,TRUE,TRUE
3,Four,44,4836120,4896080,Train,FALSE,FALSE,43,TRUE,
3,Four,45,4944680,5004680,Train,FALSE,FALSE,44,TRUE,
3,Four,46,5054720,5114680,Train,FALSE,FALSE,45,TRUE,
3,Four,47,5164440,5224400,Test,FALSE,FALSE,46,TRUE,TRUE
3,Four,48,5271280,5331280,Train,FALSE,FALSE,47,TRUE,
3,Four,49,5370080,5430080,Test,FALSE,FALSE,48,TRUE,TRUE
3,Four,50,5462640,5522600,Train,FALSE,FALSE,49,TRUE,
3,Four,51,5548600,5608560,Train,FALSE,FALSE,50,TRUE,
3,Four,52,5642400,5702360,Train,FALSE,FALSE,51,TRUE,
3,Four,53,5737840,5797800,Val,FALSE,FALSE,52,TRUE,TRUE
3,Four,54,5830280,5890280,Train,FALSE,FALSE,53,TRUE,
3,Landing,1,54880,114880,Val,FALSE,FALSE,0,TRUE,TRUE
3,Landing,2,153560,213560,Train,FALSE,FALSE,1,TRUE,TRUE
3,Landing,3,262400,322400,Train,FALSE,FALSE,2,TRUE,TRUE
3,Landing,4,364560,424560,Train,FALSE,FALSE,3,TRUE,
3,Landing,5,477480,537440,Train,FALSE,FALSE,4,TRUE,
3,Landing,6,582240,642200,Train,FALSE,FALSE,5,TRUE,
3,Landing,7,693160,753160,Train,FALSE,FALSE,6,TRUE,
3,Landing,8,792560,852520,Train,FALSE,FALSE,7,TRUE,
3,Landing,9,891600,951600,Train,FALSE,FALSE,8,,
3,Landing,10,991280,1051240,Train,FALSE,FALSE,9,,
3,Landing,11,1100240,1160240,Train,FALSE,FALSE,10,TRUE,TRUE
3,Landing,12,1205080,1265040,Train,FALSE,FALSE,11,TRUE,TRUE
3,Landing,13,1315040,1375040,Test,FALSE,FALSE,12,TRUE,TRUE
3,Landing,14,1426320,1486280,Train,FALSE,FALSE,13,TRUE,TRUE
3,Landing,15,1545960,1605920,Val,FALSE,FALSE,14,TRUE,TRUE
3,Landing,16,1656320,1716320,Train,FALSE,FALSE,15,TRUE,TRUE
3,Landing,17,1760720,1820680,Test,FALSE,FALSE,16,TRUE,TRUE
3,Landing,18,1868600,1928560,Test,FALSE,FALSE,17,TRUE,TRUE
3,Landing,19,1976640,2036600,Val,FALSE,FALSE,18,TRUE,TRUE
3,Landing,20,2084360,2144320,Train,FALSE,FALSE,19,TRUE,TRUE
3,Landing,21,2195280,2255240,Test,FALSE,FALSE,20,TRUE,TRUE
3,Landing,22,2299960,2359920,Val,FALSE,FALSE,21,TRUE,TRUE
3,Landing,23,2404960,2464960,Test,FALSE,FALSE,22,TRUE,TRUE
3,Landing,24,2503720,2563680,Train,FALSE,FALSE,23,TRUE,
3,Landing,25,2608760,2668720,Train,FALSE,FALSE,24,TRUE,
3,Landing,26,2713600,2773560,Train,FALSE,FALSE,25,TRUE,
3,Landing,27,2811160,2871120,Test,FALSE,FALSE,26,TRUE,TRUE
3,Landing,28,2913360,2973360,Train,FALSE,FALSE,27,TRUE,
3,Landing,29,3031120,3091120,Val,FALSE,FALSE,28,TRUE,TRUE
3,Landing,30,3145080,3205040,Train,FALSE,FALSE,29,TRUE,
3,Landing,31,3237840,3297840,Val,FALSE,FALSE,30,TRUE,TRUE
3,Landing,32,3338480,3398480,Val,FALSE,FALSE,31,TRUE,TRUE
3,Landing,33,3437680,3497680,Test,FALSE,FALSE,32,TRUE,TRUE
3,Landing,34,3530680,3590640,Test,FALSE,FALSE,33,TRUE,TRUE
3,Landing,35,3631240,3691200,Test,FALSE,FALSE,34,TRUE,TRUE
3,Landing,36,3737480,3797440,Train,FALSE,FALSE,35,TRUE,
3,Landing,37,3848800,3908760,Train,FALSE,FALSE,36,TRUE,
3,Landing,38,3958440,4018400,Test,FALSE,FALSE,37,TRUE,TRUE
3,Landing,39,4055080,4115040,Train,FALSE,FALSE,38,TRUE,
3,Landing,40,4159920,4219880,Train,FALSE,FALSE,39,TRUE,
3,Landing,41,4262280,4322280,Val,FALSE,FALSE,40,TRUE,TRUE
3,Landing,42,4379200,4439160,Test,FALSE,FALSE,41,,
3,Landing,43,4485040,4545000,Val,FALSE,FALSE,42,TRUE,TRUE
3,Landing,44,4598320,4658280,Train,FALSE,FALSE,43,TRUE,
3,Landing,45,4717600,4777560,Train,FALSE,FALSE,44,TRUE,
3,Landing,46,4808520,4868480,Train,FALSE,FALSE,45,TRUE,
3,Landing,47,4911640,4971600,Train,FALSE,FALSE,46,TRUE,
3,Landing,48,5011200,5071160,Train,FALSE,FALSE,47,TRUE,
3,Landing,49,5128600,5188600,Val,FALSE,FALSE,48,TRUE,TRUE
3,Landing,50,5244840,5304800,Train,FALSE,FALSE,49,TRUE,
3,Landing,51,5361640,5421600,Train,FALSE,FALSE,50,TRUE,
3,Landing,52,5454200,5514200,Train,FALSE,FALSE,51,TRUE,
3,Landing,53,5554640,5614600,Val,FALSE,FALSE,52,,
3,Landing,54,5669680,5729640,Train,FALSE,FALSE,53,TRUE,
3,Left,1,60920,120920,Train,FALSE,FALSE,0,TRUE,TRUE
3,Left,2,132320,192280,Train,FALSE,FALSE,1,TRUE,TRUE
3,Left,3,205480,265480,Train,FALSE,FALSE,2,TRUE,
3,Left,4,281880,341840,Train,FALSE,FALSE,3,TRUE,
3,Left,5,377240,437200,Test,FALSE,FALSE,4,TRUE,TRUE
3,Left,6,482600,542560,Train,FALSE,FALSE,5,TRUE,
3,Left,7,587800,647760,Train,FALSE,FALSE,6,TRUE,
3,Left,8,694080,754040,Val,FALSE,FALSE,7,,
3,Left,9,796560,856560,Train,FALSE,FALSE,8,,
3,Left,10,900400,960360,Train,FALSE,FALSE,9,,
3,Left,11,1005200,1065160,Val,FALSE,FALSE,10,TRUE,TRUE
3,Left,12,1102880,1162880,Train,FALSE,FALSE,11,TRUE,TRUE
3,Left,13,1198960,1258920,Train,FALSE,FALSE,12,TRUE,TRUE
3,Left,14,1296360,1356320,Train,FALSE,FALSE,13,TRUE,TRUE
3,Left,15,1398360,1458320,Train,FALSE,FALSE,14,TRUE,TRUE
3,Left,16,1496200,1556160,Train,FALSE,FALSE,15,TRUE,TRUE
3,Left,17,1597680,1657640,Train,FALSE,FALSE,16,TRUE,
3,Left,18,1694440,1754440,Test,FALSE,FALSE,17,TRUE,TRUE
3,Left,19,1793560,1853520,Val,FALSE,FALSE,18,TRUE,TRUE
3,Left,20,1913080,1973080,Test,FALSE,FALSE,19,TRUE,TRUE
3,Left,21,2035360,2095360,Train,FALSE,FALSE,20,TRUE,
3,Left,22,2152040,2212000,Train,FALSE,FALSE,21,TRUE,
3,Left,23,2295240,2355200,Train,FALSE,FALSE,22,TRUE,
3,Left,24,2404880,2464880,Val,FALSE,FALSE,23,TRUE,TRUE
3,Left,25,2509600,2569600,Train,FALSE,FALSE,24,TRUE,
3,Left,26,2622400,2682360,Test,FALSE,FALSE,25,TRUE,TRUE
3,Left,27,2728800,2788800,Test,FALSE,FALSE,26,TRUE,TRUE
3,Left,28,2824680,2884640,Train,FALSE,FALSE,27,TRUE,
3,Left,29,2911880,2971880,Val,FALSE,FALSE,28,TRUE,TRUE
3,Left,30,3003040,3063000,Test,FALSE,FALSE,29,TRUE,TRUE
3,Left,31,3099000,3159000,Val,FALSE,FALSE,30,TRUE,TRUE
3,Left,32,3224760,3284760,Test,FALSE,FALSE,31,TRUE,TRUE
3,Left,33,3331960,3391960,Test,FALSE,FALSE,32,TRUE,TRUE
3,Left,34,3438000,3497960,Val,FALSE,FALSE,33,TRUE,TRUE
3,Left,35,3546840,3606840,Train,FALSE,FALSE,34,TRUE,
3,Left,36,3646720,3706680,Train,FALSE,FALSE,35,TRUE,
3,Left,37,3745520,3805480,Val,FALSE,FALSE,36,TRUE,TRUE
3,Left,38,3848960,3908920,Train,FALSE,FALSE,37,TRUE,
3,Left,39,3951680,4011680,Train,FALSE,FALSE,38,TRUE,
3,Left,40,4055920,4115920,Val,FALSE,FALSE,39,TRUE,TRUE
3,Left,41,4162640,4222600,Train,FALSE,FALSE,40,TRUE,
3,Left,42,4263280,4323240,Test,FALSE,FALSE,41,TRUE,TRUE
3,Left,43,4366440,4426440,Test,FALSE,FALSE,42,TRUE,TRUE
3,Left,44,4469640,4529600,Train,FALSE,FALSE,43,TRUE,
3,Left,45,4568720,4628720,Val,FALSE,FALSE,44,TRUE,TRUE
3,Left,46,4665560,4725520,Train,FALSE,FALSE,45,TRUE,
3,Left,47,4769720,4829680,Test,FALSE,FALSE,46,,
3,Left,49,4876280,4936280,Train,FALSE,FALSE,48,TRUE,
3,Left,50,4983880,5043880,Val,FALSE,FALSE,49,TRUE,TRUE
3,Left,51,5102520,5162480,Train,FALSE,FALSE,50,TRUE,
3,Left,52,5205840,5265840,Train,FALSE,FALSE,51,TRUE,
3,Left,53,5295640,5355640,Train,FALSE,FALSE,52,TRUE,
3,Left,54,5392960,5452960,Train,FALSE,FALSE,53,TRUE,
3,Left,55,5494760,5554760,Train,FALSE,FALSE,54,TRUE,
3,Light,1,45480,105480,Test,FALSE,FALSE,0,TRUE,TRUE
3,Light,2,123640,183600,Train,FALSE,FALSE,1,TRUE,TRUE
3,Light,3,206680,266640,Train,FALSE,FALSE,2,TRUE,TRUE
3,Light,4,298000,357960,Train,FALSE,FALSE,3,TRUE,
3,Light,5,396280,456240,Test,FALSE,FALSE,4,TRUE,TRUE
3,Light,6,490280,550240,Test,FALSE,FALSE,5,,
3,Light,7,590440,650400,Train,FALSE,FALSE,6,,
3,Light,8,697880,757840,Val,FALSE,FALSE,7,TRUE,TRUE
3,Light,9,796080,856040,Train,FALSE,FALSE,8,,
3,Light,10,889120,949080,Val,FALSE,FALSE,9,,
3,Light,11,1009240,1069240,Val,FALSE,FALSE,10,TRUE,TRUE
3,Light,12,1123080,1183080,Val,FALSE,FALSE,11,TRUE,TRUE
3,Light,13,1229520,1289480,Test,FALSE,FALSE,12,TRUE,TRUE
3,Light,14,1336400,1396400,Train,FALSE,FALSE,13,TRUE,TRUE
3,Light,15,1453840,1513800,Test,FALSE,FALSE,14,TRUE,TRUE
3,Light,16,1570280,1630240,Train,FALSE,FALSE,15,TRUE,TRUE
3,Light,17,1684200,1744200,Train,FALSE,FALSE,16,TRUE,TRUE
3,Light,18,1783760,1843720,Test,FALSE,FALSE,17,TRUE,TRUE
3,Light,19,1889760,1949720,Train,FALSE,FALSE,18,TRUE,TRUE
3,Light,20,1993800,2053800,Test,FALSE,FALSE,19,TRUE,TRUE
3,Light,21,2108760,2168720,Val,FALSE,FALSE,20,TRUE,TRUE
3,Light,22,2216400,2276360,Train,FALSE,FALSE,21,TRUE,TRUE
3,Light,23,2323680,2383680,Train,FALSE,FALSE,22,TRUE,
3,Light,24,2428800,2488800,Train,FALSE,FALSE,23,TRUE,
3,Light,25,2529160,2589120,Train,FALSE,FALSE,24,TRUE,
3,Light,26,2631640,2691640,Train,FALSE,FALSE,25,TRUE,
3,Light,27,2733880,2793880,Train,FALSE,FALSE,26,TRUE,
3,Light,28,2840360,2900320,Train,FALSE,FALSE,27,TRUE,
3,Light,29,2944640,3004600,Test,FALSE,FALSE,28,TRUE,TRUE
3,Light,30,3042320,3102280,Val,FALSE,FALSE,29,TRUE,TRUE
3,Light,31,3134240,3194240,Train,FALSE,FALSE,30,TRUE,
3,Light,32,3230360,3290360,Val,FALSE,FALSE,31,TRUE,TRUE
3,Light,33,3355000,3415000,Val,FALSE,FALSE,32,TRUE,TRUE
3,Light,34,3456320,3516280,Train,FALSE,FALSE,33,TRUE,
3,Light,35,3546800,3606760,Train,FALSE,FALSE,34,TRUE,
3,Light,36,3635840,3695800,Train,FALSE,FALSE,35,TRUE,
3,Light,37,3744000,3804000,Val,FALSE,FALSE,36,TRUE,TRUE
3,Light,38,3847040,3907040,Test,FALSE,FALSE,37,TRUE,TRUE
3,Light,39,3943440,4003440,Train,FALSE,FALSE,38,TRUE,
3,Light,40,4049040,4109040,Train,FALSE,FALSE,39,TRUE,
3,Light,41,4157000,4216960,Train,FALSE,FALSE,40,TRUE,
3,Light,42,4264600,4324600,Train,FALSE,FALSE,41,TRUE,
3,Light,43,4374800,4434800,Val,FALSE,FALSE,42,TRUE,TRUE
3,Light,44,4483200,4543200,Test,FALSE,FALSE,43,TRUE,TRUE
3,Light,45,4588720,4648720,Test,FALSE,FALSE,44,TRUE,TRUE
3,Light,46,4691200,4751200,Val,FALSE,FALSE,45,TRUE,TRUE
3,Light,47,4795760,4855720,Train,FALSE,FALSE,46,TRUE,
3,Light,48,4890960,4950960,Train,FALSE,FALSE,47,TRUE,
3,Light,49,4990880,5050880,Train,FALSE,FALSE,48,TRUE,
3,Light,50,5092280,5152280,Train,FALSE,FALSE,49,TRUE,
3,Light,51,5185800,5245800,Train,FALSE,FALSE,50,TRUE,
3,Light,52,5273440,5333400,Train,FALSE,FALSE,51,TRUE,
3,Light,53,5361560,5421560,Train,FALSE,FALSE,52,TRUE,
3,Light,54,5443600,5503600,Train,FALSE,FALSE,53,TRUE,
3,Look,1,30160,90160,Val,FALSE,FALSE,0,TRUE,TRUE
3,Look,2,104200,164200,Val,FALSE,FALSE,1,TRUE,TRUE
3,Look,3,183200,243200,Train,FALSE,FALSE,2,TRUE,TRUE
3,Look,4,271760,331760,Train,FALSE,FALSE,3,TRUE,
3,Look,5,368040,428040,Train,FALSE,FALSE,4,TRUE,
3,Look,6,459840,519840,Train,FALSE,FALSE,5,TRUE,
3,Look,7,549440,609440,Train,FALSE,FALSE,6,,
3,Look,8,637120,697080,Train,FALSE,FALSE,7,,
3,Look,9,727200,787200,Test,FALSE,FALSE,8,,
3,Look,10,824560,884560,Train,FALSE,FALSE,9,,
3,Look,11,919960,979960,Test,FALSE,FALSE,10,TRUE,TRUE
3,Look,12,1062000,1122000,Train,FALSE,FALSE,11,TRUE,TRUE
3,Look,13,1146760,1206720,Test,FALSE,FALSE,12,TRUE,TRUE
3,Look,14,1244920,1304920,Train,FALSE,FALSE,13,TRUE,TRUE
3,Look,15,1333840,1393800,Val,FALSE,FALSE,14,TRUE,TRUE
3,Look,16,1428400,1488400,Train,FALSE,FALSE,15,TRUE,TRUE
3,Look,17,1527120,1587120,Train,FALSE,FALSE,16,TRUE,TRUE
3,Look,18,1632000,1692000,Train,FALSE,FALSE,17,TRUE,TRUE
3,Look,19,1756240,1816200,Test,FALSE,FALSE,18,TRUE,TRUE
3,Look,20,1856400,1916400,Val,FALSE,FALSE,19,TRUE,TRUE
3,Look,21,1955840,2015800,Val,FALSE,FALSE,20,TRUE,TRUE
3,Look,22,2047160,2107120,Test,FALSE,FALSE,21,TRUE,TRUE
3,Look,23,2171440,2231400,Test,FALSE,FALSE,22,TRUE,TRUE
3,Look,24,2279840,2339800,Test,FALSE,FALSE,23,TRUE,TRUE
3,Look,25,2379840,2439840,Test,FALSE,FALSE,24,TRUE,TRUE
3,Look,26,2473600,2533600,Train,FALSE,FALSE,25,TRUE,TRUE
3,Look,27,2574200,2634200,Val,FALSE,FALSE,26,TRUE,TRUE
3,Look,28,2678480,2738440,Train,FALSE,FALSE,27,TRUE,
3,Look,29,2771080,2831040,Val,FALSE,FALSE,28,TRUE,TRUE
3,Look,30,2881280,2941240,Train,FALSE,FALSE,29,TRUE,
3,Look,31,2973720,3033680,Train,FALSE,FALSE,30,TRUE,
3,Look,32,3065000,3124960,Train,FALSE,FALSE,31,TRUE,
3,Look,33,3152880,3212880,Train,FALSE,FALSE,32,TRUE,
3,Look,34,3247360,3307320,Train,FALSE,FALSE,33,TRUE,
3,Look,35,3338880,3398840,Train,FALSE,FALSE,34,TRUE,
3,Look,36,3427560,3487560,Val,FALSE,FALSE,35,TRUE,TRUE
3,Look,37,3522880,3582840,Train,FALSE,FALSE,36,TRUE,
3,Look,38,3612400,3672360,Train,FALSE,FALSE,37,TRUE,
3,Look,39,3707960,3767920,Train,FALSE,FALSE,38,TRUE,
3,Look,40,3794160,3854120,Val,FALSE,FALSE,39,TRUE,TRUE
3,Look,41,3886040,3946000,Train,FALSE,FALSE,40,TRUE,
3,Look,42,3973400,4033400,Val,FALSE,FALSE,41,TRUE,TRUE
3,Look,43,4063040,4123040,Test,FALSE,FALSE,42,TRUE,TRUE
3,Look,44,4155720,4215720,Train,FALSE,FALSE,43,TRUE,
3,Look,45,4255240,4315240,Train,FALSE,FALSE,44,TRUE,
3,Look,46,4349680,4409680,Train,FALSE,FALSE,45,TRUE,
3,Look,47,4436680,4496640,Test,FALSE,FALSE,46,TRUE,TRUE
3,Look,48,4525800,4585800,Train,FALSE,FALSE,47,TRUE,
3,Look,49,4616400,4676360,Train,FALSE,FALSE,48,TRUE,
3,Look,50,4698520,4758480,Train,FALSE,FALSE,49,TRUE,
3,Look,51,4785560,4845560,Test,FALSE,FALSE,50,TRUE,TRUE
3,Look,52,4869440,4929440,Train,FALSE,FALSE,51,TRUE,
3,Look,53,4957640,5017600,Val,FALSE,FALSE,52,,
3,Look,54,5045040,5105040,Train,FALSE,FALSE,53,TRUE,
3,Look,55,5140720,5200680,Train,FALSE,FALSE,54,TRUE,
3,Off,1,72120,132080,Train,FALSE,FALSE,0,TRUE,TRUE
3,Off,2,157680,217640,Val,FALSE,FALSE,1,TRUE,TRUE
3,Off,3,241320,301320,Val,FALSE,FALSE,2,TRUE,TRUE
3,Off,4,322400,382400,Train,FALSE,FALSE,3,TRUE,
3,Off,5,407640,467600,Train,FALSE,FALSE,4,TRUE,
3,Off,6,496400,556360,Train,FALSE,FALSE,5,TRUE,
3,Off,7,600040,660000,Train,FALSE,FALSE,6,,
3,Off,8,693040,753040,Val,FALSE,FALSE,7,,
3,Off,9,784160,844120,Train,FALSE,FALSE,8,,
3,Off,10,875640,935600,Test,FALSE,FALSE,9,,
3,Off,11,964560,1024560,Train,FALSE,FALSE,10,TRUE,TRUE
3,Off,12,1063960,1123920,Train,FALSE,FALSE,11,TRUE,TRUE
3,Off,13,1159360,1219360,Train,FALSE,FALSE,12,TRUE,TRUE
3,Off,14,1252080,1312080,Test,FALSE,FALSE,13,TRUE,TRUE
3,Off,15,1349640,1409600,Train,FALSE,FALSE,14,TRUE,TRUE
3,Off,16,1449320,1509320,Val,FALSE,FALSE,15,TRUE,TRUE
3,Off,17,1542440,1602400,Val,FALSE,FALSE,16,TRUE,TRUE
3,Off,18,1632320,1692280,Train,FALSE,FALSE,17,TRUE,TRUE
3,Off,19,1734240,1794200,Train,FALSE,FALSE,18,TRUE,TRUE
3,Off,20,1827200,1887160,Train,FALSE,FALSE,19,TRUE,
3,Off,21,1925440,1985400,Train,FALSE,FALSE,20,TRUE,
3,Off,22,2020520,2080480,Val,FALSE,FALSE,21,TRUE,TRUE
3,Off,23,2117440,2177440,Train,FALSE,FALSE,22,TRUE,
3,Off,24,2227400,2287400,Train,FALSE,FALSE,23,TRUE,
3,Off,25,2326120,2386080,Test,FALSE,FALSE,24,TRUE,TRUE
3,Off,26,2431400,2491360,Train,FALSE,FALSE,25,TRUE,
3,Off,27,2535800,2595800,Test,FALSE,FALSE,26,TRUE,TRUE
3,Off,28,2629120,2689080,Val,FALSE,FALSE,27,TRUE,TRUE
3,Off,29,2726320,2786280,Train,FALSE,FALSE,28,TRUE,
3,Off,30,2822800,2882760,Test,FALSE,FALSE,29,TRUE,TRUE
3,Off,31,2905400,2965360,Train,FALSE,FALSE,30,TRUE,
3,Off,32,3002520,3062520,Val,FALSE,FALSE,31,TRUE,TRUE
3,Off,33,3091480,3151440,Train,FALSE,FALSE,32,TRUE,
3,Off,34,3179440,3239440,Train,FALSE,FALSE,33,TRUE,
3,Off,35,3264560,3324560,Train,FALSE,FALSE,34,TRUE,
3,Off,36,3342520,3402480,Train,FALSE,FALSE,35,TRUE,
3,Off,37,3431280,3491280,Test,FALSE,FALSE,36,TRUE,TRUE
3,Off,38,3530000,3590000,Train,FALSE,FALSE,37,TRUE,
3,Off,39,3621520,3681520,Train,FALSE,FALSE,38,TRUE,
3,Off,40,3719200,3779200,Train,FALSE,FALSE,39,TRUE,
3,Off,41,3891200,3951200,Train,FALSE,FALSE,40,TRUE,
3,Off,42,3979080,4039080,Test,FALSE,FALSE,41,TRUE,TRUE
3,Off,43,4061080,4121040,Test,FALSE,FALSE,42,TRUE,TRUE
3,Off,44,4151640,4211600,Train,FALSE,FALSE,43,TRUE,
3,Off,45,4239600,4299600,Train,FALSE,FALSE,44,TRUE,
3,Off,46,4321240,4381240,Test,FALSE,FALSE,45,TRUE,TRUE
3,Off,47,4411160,4471160,Train,FALSE,FALSE,46,TRUE,
3,Off,48,4503600,4563600,Test,FALSE,FALSE,47,TRUE,TRUE
3,Off,49,4608400,4668360,Test,FALSE,FALSE,48,TRUE,TRUE
3,Off,50,4713080,4773080,Train,FALSE,FALSE,49,TRUE,
3,Off,51,4813640,4873640,Val,FALSE,FALSE,50,TRUE,TRUE
3,Off,52,4913880,4973840,Train,FALSE,FALSE,51,TRUE,
3,Off,53,5015520,5075480,Train,FALSE,FALSE,52,,
3,Off,54,5114440,5174400,Val,FALSE,FALSE,53,TRUE,TRUE
3,Off,55,5212080,5272080,Train,FALSE,FALSE,54,,
3,Off,56,5307240,5367240,Val,FALSE,FALSE,55,TRUE,TRUE
